map,date,ft_pick,ft_score,st_score,ft_link,st_link,ft_round_1_win,ft_round_2_win,ft_round_3_win,ft_round_4_win,ft_round_5_win,ft_round_6_win,ft_round_7_win,ft_round_8_win,ft_round_9_win,ft_round_10_win,ft_round_11_win,ft_round_12_win,ft_round_13_win,ft_round_14_win,ft_round_15_win,ft_round_16_win,ft_round_17_win,ft_round_18_win,ft_round_19_win,ft_round_20_win,ft_round_21_win,ft_round_22_win,ft_round_23_win,ft_round_24_win,ft_round_25_win,ft_round_26_win,ft_round_27_win,ft_round_28_win,ft_round_29_win,ft_round_30_win,match_id,isBoOne,match_num,ft_Maps played,ft_Win Rate,ft_Total kills,ft_Total deaths,ft_Rounds played,ft_K/D Ratio,ft_age,ft_mp_Times played,ft_mp_Total rounds played,ft_mp_Rounds won,ft_mp_Win percent,ft_mp_Pistol rounds,ft_mp_Pistol rounds won,ft_mp_Pistol round win percent,ft_pl_KAST,ft_pl_Impact,ft_pl_ADR,ft_pl_KPR,ft_pl_Total kills,ft_pl_Headshot %,ft_pl_Total deaths,ft_pl_K/D Ratio,ft_pl_Damage / Round,ft_pl_Grenade dmg / Round,ft_pl_Maps played,ft_pl_Rounds played,ft_pl_Kills / round,ft_pl_Assists / round,ft_pl_Deaths / round,ft_pl_Saved by teammate / round,ft_pl_Saved teammates / round,ft_pl_Rating 2.0,ft_pl_Total opening kills,ft_pl_Total opening deaths,ft_pl_Opening kill ratio,ft_pl_Opening kill rating,ft_pl_Team win percent after first kill,ft_pl_First kill in won rounds,ft_pl_0 kill rounds,ft_pl_1 kill rounds,ft_pl_2 kill rounds,ft_pl_3 kill rounds,ft_pl_4 kill rounds,ft_pl_5 kill rounds,ft_pl_Rifle kills,ft_pl_Sniper kills,ft_pl_SMG kills,ft_pl_Pistol kills,ft_pl_Grenade,ft_pl_Other,ft_pl_players_in_team,st_Maps played,st_Win Rate,st_Total kills,st_Total deaths,st_Rounds played,st_K/D Ratio,st_age,st_mp_Times played,st_mp_Total rounds played,st_mp_Rounds won,st_mp_Win percent,st_mp_Pistol rounds,st_mp_Pistol rounds won,st_mp_Pistol round win percent,st_pl_KAST,st_pl_Impact,st_pl_ADR,st_pl_KPR,st_pl_Total kills,st_pl_Headshot %,st_pl_Total deaths,st_pl_K/D Ratio,st_pl_Damage / Round,st_pl_Grenade dmg / Round,st_pl_Maps played,st_pl_Rounds played,st_pl_Kills / round,st_pl_Assists / round,st_pl_Deaths / round,st_pl_Saved by teammate / round,st_pl_Saved teammates / round,st_pl_Rating 2.0,st_pl_Total opening kills,st_pl_Total opening deaths,st_pl_Opening kill ratio,st_pl_Opening kill rating,st_pl_Team win percent after first kill,st_pl_First kill in won rounds,st_pl_0 kill rounds,st_pl_1 kill rounds,st_pl_2 kill rounds,st_pl_3 kill rounds,st_pl_4 kill rounds,st_pl_5 kill rounds,st_pl_Rifle kills,st_pl_Sniper kills,st_pl_SMG kills,st_pl_Pistol kills,st_pl_Grenade,st_pl_Other,st_pl_players_in_team
Mirage,2019-05-15,0,12,16,/stats/teams/5310/HellRaisers,/stats/teams/4991/fnatic,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,85938,0,1,38.0,0.4473684210526316,3102.0,3305.0,970.0,0.94,24,8.0,216.0,104.0,50.0,16.0,10.0,62.5,68.17999999999999,1.012,73.1,0.6699999999999999,878.4,48.14,853.4,1.008,73.1,3.78,48.8,1280.4,0.6699999999999999,0.11400000000000002,0.674,0.07600000000000001,0.08399999999999999,1.022,122.2,131.4,0.9959999999999999,0.974,70.24,13.940000000000001,683.2,387.2,150.8,48.4,9.6,1.2,610.4,85.4,29.6,139.8,11.0,3.6,5,66.0,0.5303030303030303,6053.0,5995.0,1788.0,1.01,24,12.0,324.0,178.0,66.7,24.0,12.0,50.0,68.94,1.044,74.82,0.6759999999999999,1210.6,42.8,1199.0,1.012,74.82,4.88,66.0,1788.0,0.6759999999999999,0.134,0.6719999999999999,0.092,0.092,1.044,175.0,182.0,0.9400000000000001,0.9879999999999999,72.86,13.919999999999998,974.2,520.8,205.4,72.0,15.0,0.6,762.8,175.0,48.6,193.2,19.4,13.0,5
Overpass,2019-05-15,1,19,15,/stats/teams/5310/HellRaisers,/stats/teams/4991/fnatic,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,85947,0,2,38.0,0.4473684210526316,3102.0,3305.0,970.0,0.94,24,5.0,131.0,69.0,80.0,10.0,5.0,50.0,68.17999999999999,1.012,73.1,0.6699999999999999,878.4,48.14,853.4,1.008,73.1,3.78,48.8,1280.4,0.6699999999999999,0.11400000000000002,0.674,0.07600000000000001,0.08399999999999999,1.022,122.2,131.4,0.9959999999999999,0.974,70.24,13.940000000000001,683.2,387.2,150.8,48.4,9.6,1.2,610.4,85.4,29.6,139.8,11.0,3.6,5,66.0,0.5303030303030303,6053.0,5995.0,1788.0,1.01,24,12.0,340.0,170.0,41.7,24.0,10.0,41.7,68.94,1.044,74.82,0.6759999999999999,1210.6,42.8,1199.0,1.012,74.82,4.88,66.0,1788.0,0.6759999999999999,0.134,0.6719999999999999,0.092,0.092,1.044,175.0,182.0,0.9400000000000001,0.9879999999999999,72.86,13.919999999999998,974.2,520.8,205.4,72.0,15.0,0.6,762.8,175.0,48.6,193.2,19.4,13.0,5
Train,2019-05-15,0,12,16,/stats/teams/5310/HellRaisers,/stats/teams/4991/fnatic,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,85956,0,3,38.0,0.4473684210526316,3102.0,3305.0,970.0,0.94,24,9.0,216.0,100.0,44.4,18.0,7.0,38.9,68.17999999999999,1.012,73.1,0.6699999999999999,878.4,48.14,853.4,1.008,73.1,3.78,48.8,1280.4,0.6699999999999999,0.11400000000000002,0.674,0.07600000000000001,0.08399999999999999,1.022,122.2,131.4,0.9959999999999999,0.974,70.24,13.940000000000001,683.2,387.2,150.8,48.4,9.6,1.2,610.4,85.4,29.6,139.8,11.0,3.6,5,66.0,0.5303030303030303,6053.0,5995.0,1788.0,1.01,24,3.0,73.0,40.0,66.7,6.0,2.0,33.3,68.94,1.044,74.82,0.6759999999999999,1210.6,42.8,1199.0,1.012,74.82,4.88,66.0,1788.0,0.6759999999999999,0.134,0.6719999999999999,0.092,0.092,1.044,175.0,182.0,0.9400000000000001,0.9879999999999999,72.86,13.919999999999998,974.2,520.8,205.4,72.0,15.0,0.6,762.8,175.0,48.6,193.2,19.4,13.0,5
Nuke,2019-05-16,1,13,16,/stats/teams/10020/Aristocracy,/stats/teams/4991/fnatic,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,86036,0,1,4.0,0.5,417.0,431.0,124.0,0.97,24,1.0,27.0,16.0,100.0,2.0,1.0,50.0,70.54,1.042,75.84,0.692,971.2,46.46,926.2,1.0499999999999998,75.84,4.12,51.0,1402.0,0.692,0.134,0.6599999999999999,0.08800000000000001,0.08800000000000001,1.0699999999999998,140.8,138.8,1.004,1.002,73.2,14.16,737.0,428.6,175.0,53.8,6.8,0.8,651.8,112.2,38.0,147.6,14.0,9.4,5,67.0,0.5223880597014925,6167.0,6145.0,1826.0,1.0,24,9.0,253.0,118.0,44.4,18.0,8.0,44.4,68.88,1.04,74.6,0.6759999999999999,1233.4,42.720000000000006,1229.0,1.004,74.6,4.82,67.0,1826.0,0.6759999999999999,0.132,0.6719999999999999,0.094,0.092,1.0379999999999998,177.2,187.4,0.9259999999999999,0.9819999999999999,72.74,13.86,995.8,531.8,210.0,72.6,15.2,0.6,777.4,176.0,50.6,197.4,20.4,13.0,5
Mirage,2019-05-16,0,11,16,/stats/teams/10020/Aristocracy,/stats/teams/4991/fnatic,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,86041,0,2,4.0,0.5,417.0,431.0,124.0,0.97,24,1.0,42.0,22.0,100.0,2.0,0.0,0.0,70.54,1.042,75.84,0.692,971.2,46.46,926.2,1.0499999999999998,75.84,4.12,51.0,1402.0,0.692,0.134,0.6599999999999999,0.08800000000000001,0.08800000000000001,1.0699999999999998,140.8,138.8,1.004,1.002,73.2,14.16,737.0,428.6,175.0,53.8,6.8,0.8,651.8,112.2,38.0,147.6,14.0,9.4,5,67.0,0.5223880597014925,6167.0,6145.0,1826.0,1.0,24,13.0,352.0,194.0,69.2,26.0,14.0,53.8,68.88,1.04,74.6,0.6759999999999999,1233.4,42.720000000000006,1229.0,1.004,74.6,4.82,67.0,1826.0,0.6759999999999999,0.132,0.6719999999999999,0.094,0.092,1.0379999999999998,177.2,187.4,0.9259999999999999,0.9819999999999999,72.74,13.86,995.8,531.8,210.0,72.6,15.2,0.6,777.4,176.0,50.6,197.4,20.4,13.0,5
Inferno,2019-05-21,1,16,14,/stats/teams/4991/fnatic,/stats/teams/5378/Virtus.pro,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,86240,0,1,66.0,0.5454545454545454,6174.0,6072.0,1813.0,1.02,24,14.0,356.0,181.0,42.9,28.0,14.0,50.0,69.26000000000002,1.0539999999999998,75.05999999999999,0.682,1234.8,42.660000000000004,1214.4,1.018,75.05999999999999,4.9,66.0,1813.0,0.682,0.134,0.668,0.094,0.092,1.05,178.2,183.8,0.95,0.99,72.58000000000001,13.940000000000001,982.4,531.0,211.4,72.4,15.2,0.6,781.6,173.6,52.2,195.4,20.0,13.4,5,55.0,0.3090909090909091,4869.0,5248.0,1521.0,0.93,24,8.0,223.0,96.0,12.5,16.0,8.0,50.0,68.62,1.0180000000000002,74.04,0.674,1145.8,44.7,1158.8,0.99,74.04,4.2,62.2,1704.8,0.674,0.11800000000000002,0.6839999999999999,0.078,0.08399999999999999,1.028,177.8,160.2,1.1019999999999999,1.032,69.91999999999999,15.680000000000001,912.8,522.8,198.2,58.0,12.4,0.6,736.8,156.2,60.6,173.8,15.2,4.8,5
Mirage,2019-05-21,0,16,6,/stats/teams/4991/fnatic,/stats/teams/5378/Virtus.pro,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,86244,0,2,66.0,0.5454545454545454,6174.0,6072.0,1813.0,1.02,24,13.0,355.0,194.0,69.2,26.0,16.0,61.5,69.26000000000002,1.0539999999999998,75.05999999999999,0.682,1234.8,42.660000000000004,1214.4,1.018,75.05999999999999,4.9,66.0,1813.0,0.682,0.134,0.668,0.094,0.092,1.05,178.2,183.8,0.95,0.99,72.58000000000001,13.940000000000001,982.4,531.0,211.4,72.4,15.2,0.6,781.6,173.6,52.2,195.4,20.0,13.4,5,55.0,0.3090909090909091,4869.0,5248.0,1521.0,0.93,24,13.0,351.0,174.0,53.8,26.0,15.0,57.7,68.62,1.0180000000000002,74.04,0.674,1145.8,44.7,1158.8,0.99,74.04,4.2,62.2,1704.8,0.674,0.11800000000000002,0.6839999999999999,0.078,0.08399999999999999,1.028,177.8,160.2,1.1019999999999999,1.032,69.91999999999999,15.680000000000001,912.8,522.8,198.2,58.0,12.4,0.6,736.8,156.2,60.6,173.8,15.2,4.8,5
Mirage,2019-05-22,0,16,12,/stats/teams/4991/fnatic,/stats/teams/8120/AVANGAR,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,86341,0,1,69.0,0.5507246376811594,6457.0,6337.0,1893.0,1.02,24,14.0,377.0,210.0,71.4,28.0,17.0,60.7,69.22,1.048,75.17999999999999,0.684,1291.4,42.64,1267.4,1.02,75.17999999999999,4.94,69.0,1893.0,0.684,0.136,0.668,0.094,0.092,1.048,185.4,192.6,0.942,0.986,72.8,13.88,1024.0,556.6,219.2,77.0,15.6,0.6,818.6,180.4,53.4,205.4,21.4,13.8,5,106.0,0.6320754716981132,9663.0,8667.0,2844.0,1.11,24,20.0,525.0,297.0,80.0,40.0,21.0,52.5,71.55999999999999,1.028,73.12,0.672,1686.4,48.599999999999994,1482.6,1.124,73.12,4.140000000000001,91.8,2459.6,0.672,0.10999999999999999,0.608,0.08199999999999999,0.084,1.0879999999999999,269.4,220.6,1.238,1.042,73.8,14.660000000000002,1305.2,754.0,290.4,89.8,18.8,1.4,980.2,355.6,83.0,238.6,23.2,7.8,5
Inferno,2019-05-22,1,10,16,/stats/teams/4991/fnatic,/stats/teams/8120/AVANGAR,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,86343,0,2,69.0,0.5507246376811594,6457.0,6337.0,1893.0,1.02,24,15.0,386.0,197.0,46.7,30.0,14.0,46.7,69.22,1.048,75.17999999999999,0.684,1291.4,42.64,1267.4,1.02,75.17999999999999,4.94,69.0,1893.0,0.684,0.136,0.668,0.094,0.092,1.048,185.4,192.6,0.942,0.986,72.8,13.88,1024.0,556.6,219.2,77.0,15.6,0.6,818.6,180.4,53.4,205.4,21.4,13.8,5,106.0,0.6320754716981132,9663.0,8667.0,2844.0,1.11,24,19.0,507.0,284.0,73.7,38.0,22.0,57.9,71.55999999999999,1.028,73.12,0.672,1686.4,48.599999999999994,1482.6,1.124,73.12,4.140000000000001,91.8,2459.6,0.672,0.10999999999999999,0.608,0.08199999999999999,0.084,1.0879999999999999,269.4,220.6,1.238,1.042,73.8,14.660000000000002,1305.2,754.0,290.4,89.8,18.8,1.4,980.2,355.6,83.0,238.6,23.2,7.8,5
Train,2019-05-22,0,16,14,/stats/teams/4991/fnatic,/stats/teams/8120/AVANGAR,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,86346,0,3,69.0,0.5507246376811594,6457.0,6337.0,1893.0,1.02,24,4.0,101.0,56.0,75.0,8.0,3.0,37.5,69.22,1.048,75.17999999999999,0.684,1291.4,42.64,1267.4,1.02,75.17999999999999,4.94,69.0,1893.0,0.684,0.136,0.668,0.094,0.092,1.048,185.4,192.6,0.942,0.986,72.8,13.88,1024.0,556.6,219.2,77.0,15.6,0.6,818.6,180.4,53.4,205.4,21.4,13.8,5,106.0,0.6320754716981132,9663.0,8667.0,2844.0,1.11,24,18.0,489.0,239.0,50.0,36.0,13.0,36.1,71.55999999999999,1.028,73.12,0.672,1686.4,48.599999999999994,1482.6,1.124,73.12,4.140000000000001,91.8,2459.6,0.672,0.10999999999999999,0.608,0.08199999999999999,0.084,1.0879999999999999,269.4,220.6,1.238,1.042,73.8,14.660000000000002,1305.2,754.0,290.4,89.8,18.8,1.4,980.2,355.6,83.0,238.6,23.2,7.8,5
Inferno,2019-05-24,1,16,12,/stats/teams/4991/fnatic,/stats/teams/6615/OpTic,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,86469,0,1,72.0,0.5555555555555556,6717.0,6624.0,1977.0,1.01,24,16.0,412.0,207.0,43.8,32.0,16.0,50.0,68.97999999999999,1.048,74.97999999999999,0.6799999999999999,1343.4,42.58,1324.8,1.012,74.97999999999999,4.94,72.0,1977.0,0.6799999999999999,0.134,0.668,0.092,0.092,1.044,192.6,202.2,0.9339999999999999,0.984,72.9,13.819999999999999,1073.6,578.6,227.2,80.6,16.4,0.6,847.8,190.0,56.0,214.6,22.8,13.8,5,51.0,0.5686274509803921,4529.0,4470.0,1349.0,1.01,24,8.0,210.0,103.0,50.0,16.0,7.0,43.8,68.52000000000001,1.128,77.54,0.712,816.0,45.88000000000001,794.2,1.044,77.54,3.66,44.2,1158.2,0.712,0.124,0.6839999999999999,0.1,0.11200000000000002,1.082,133.4,132.0,1.042,1.048,72.1,15.940000000000001,612.4,346.2,140.0,49.8,8.6,1.2,547.6,101.0,32.6,126.8,7.0,2.6,5
Nuke,2019-05-24,0,14,16,/stats/teams/4991/fnatic,/stats/teams/6615/OpTic,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,86476,0,2,72.0,0.5555555555555556,6717.0,6624.0,1977.0,1.01,24,10.0,282.0,134.0,50.0,20.0,9.0,45.0,68.97999999999999,1.048,74.97999999999999,0.6799999999999999,1343.4,42.58,1324.8,1.012,74.97999999999999,4.94,72.0,1977.0,0.6799999999999999,0.134,0.668,0.092,0.092,1.044,192.6,202.2,0.9339999999999999,0.984,72.9,13.819999999999999,1073.6,578.6,227.2,80.6,16.4,0.6,847.8,190.0,56.0,214.6,22.8,13.8,5,51.0,0.5686274509803921,4529.0,4470.0,1349.0,1.01,24,9.0,238.0,119.0,44.4,18.0,9.0,50.0,68.52000000000001,1.128,77.54,0.712,816.0,45.88000000000001,794.2,1.044,77.54,3.66,44.2,1158.2,0.712,0.124,0.6839999999999999,0.1,0.11200000000000002,1.082,133.4,132.0,1.042,1.048,72.1,15.940000000000001,612.4,346.2,140.0,49.8,8.6,1.2,547.6,101.0,32.6,126.8,7.0,2.6,5
Vertigo,2019-05-24,0,5,16,/stats/teams/4991/fnatic,/stats/teams/6615/OpTic,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86479,0,3,72.0,0.5555555555555556,6717.0,6624.0,1977.0,1.01,24,1.0,28.0,12.0,0.0,2.0,2.0,100.0,68.97999999999999,1.048,74.97999999999999,0.6799999999999999,1343.4,42.58,1324.8,1.012,74.97999999999999,4.94,72.0,1977.0,0.6799999999999999,0.134,0.668,0.092,0.092,1.044,192.6,202.2,0.9339999999999999,0.984,72.9,13.819999999999999,1073.6,578.6,227.2,80.6,16.4,0.6,847.8,190.0,56.0,214.6,22.8,13.8,5,51.0,0.5686274509803921,4529.0,4470.0,1349.0,1.01,24,1.0,27.0,16.0,100.0,2.0,1.0,50.0,68.52000000000001,1.128,77.54,0.712,816.0,45.88000000000001,794.2,1.044,77.54,3.66,44.2,1158.2,0.712,0.124,0.6839999999999999,0.1,0.11200000000000002,1.082,133.4,132.0,1.042,1.048,72.1,15.940000000000001,612.4,346.2,140.0,49.8,8.6,1.2,547.6,101.0,32.6,126.8,7.0,2.6,5
Train,2019-05-28,0,16,7,/stats/teams/4991/fnatic,/stats/teams/5752/Cloud9,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,86715,1,1,75.0,0.5466666666666666,6957.0,6894.0,2056.0,1.01,24,5.0,131.0,72.0,80.0,10.0,4.0,40.0,68.85999999999999,1.044,74.78,0.6759999999999999,1391.4,42.56,1378.8,1.008,74.78,4.9799999999999995,75.0,2056.0,0.6759999999999999,0.134,0.67,0.092,0.09,1.0399999999999998,200.8,209.8,0.942,0.986,72.44000000000001,13.84,1118.6,602.8,233.6,83.2,17.2,0.6,876.0,197.4,58.6,223.2,23.6,14.2,5,36.0,0.4444444444444444,3106.0,3188.0,931.0,0.97,24,5.0,120.0,61.0,40.0,10.0,5.0,50.0,70.91999999999999,1.0719999999999998,76.94,0.7,963.4,41.5,909.8,1.066,76.94,5.119999999999999,52.4,1387.6,0.7,0.126,0.6540000000000001,0.08800000000000001,0.096,1.09,147.2,133.2,1.134,1.034,71.58,14.8,733.0,422.8,167.8,52.2,10.6,1.2,519.6,213.4,59.4,152.8,15.2,4.6,5
Train,2019-03-11,1,16,9,/stats/teams/4411/NiP,/stats/teams/8135/forZe,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,82567,0,1,24.0,0.391304347826087,2056.0,2101.0,625.0,0.98,24,4.0,89.0,44.0,50.0,8.0,4.0,50.0,69.1,1.048,75.24,0.68,809.8,46.32,776.2,1.02,75.24,3.88,43.8,1161.0,0.68,0.13,0.67,0.092,0.098,1.05,120.0,113.8,1.006,0.9959999999999999,72.1,14.579999999999998,617.4,340.4,150.6,42.6,9.6,0.4,588.2,35.0,42.6,131.6,12.0,2.0,5,67.0,0.746268656716418,6303.0,5306.0,1706.0,1.19,24,7.0,175.0,106.0,71.4,14.0,10.0,71.4,74.0,1.1440000000000001,78.89999999999999,0.74,1260.6,42.660000000000004,1061.2,1.194,78.89999999999999,3.1,67.0,1706.0,0.74,0.13,0.622,0.098,0.098,1.174,190.4,150.4,1.3239999999999998,1.078,77.3,14.720000000000002,857.4,536.2,226.6,73.0,11.8,1.0,710.8,228.8,95.0,213.0,9.2,7.2,5
Dust2,2019-03-11,0,16,10,/stats/teams/4411/NiP,/stats/teams/8135/forZe,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,82569,0,2,24.0,0.391304347826087,2056.0,2101.0,625.0,0.98,24,1.0,30.0,14.0,0.0,2.0,1.0,50.0,69.1,1.048,75.24,0.68,809.8,46.32,776.2,1.02,75.24,3.88,43.8,1161.0,0.68,0.13,0.67,0.092,0.098,1.05,120.0,113.8,1.006,0.9959999999999999,72.1,14.579999999999998,617.4,340.4,150.6,42.6,9.6,0.4,588.2,35.0,42.6,131.6,12.0,2.0,5,67.0,0.746268656716418,6303.0,5306.0,1706.0,1.19,24,7.0,171.0,99.0,71.4,14.0,6.0,42.9,74.0,1.1440000000000001,78.89999999999999,0.74,1260.6,42.660000000000004,1061.2,1.194,78.89999999999999,3.1,67.0,1706.0,0.74,0.13,0.622,0.098,0.098,1.174,190.4,150.4,1.3239999999999998,1.078,77.3,14.720000000000002,857.4,536.2,226.6,73.0,11.8,1.0,710.8,228.8,95.0,213.0,9.2,7.2,5
Inferno,2019-03-13,0,2,16,/stats/teams/4411/NiP,/stats/teams/6667/FaZe,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82744,0,1,26.0,0.44,2240.0,2245.0,676.0,1.0,24,3.0,89.0,42.0,0.0,6.0,1.0,16.7,69.36000000000001,1.052,75.52,0.682,815.4,46.720000000000006,775.6,1.03,75.52,3.9599999999999995,44.2,1165.8,0.682,0.13,0.664,0.094,0.096,1.0580000000000003,120.6,112.4,1.0319999999999998,1.004,72.66000000000001,14.579999999999998,618.2,343.2,151.6,42.6,9.8,0.4,587.0,38.4,43.8,133.2,12.6,1.8,5,31.0,0.4827586206896552,2738.0,2704.0,834.0,1.01,24,7.0,197.0,103.0,42.9,14.0,8.0,57.1,67.1,1.04,72.11999999999999,0.66,512.4,43.44,502.4,1.014,72.11999999999999,4.28,28.6,771.6,0.66,0.118,0.652,0.078,0.07800000000000001,1.028,79.2,80.2,0.9959999999999999,1.0,74.61999999999999,15.3,427.8,217.6,91.6,27.4,6.6,0.6,303.4,99.6,21.8,79.0,9.2,0.6,5
Train,2019-03-13,1,19,17,/stats/teams/4411/NiP,/stats/teams/6667/FaZe,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,82745,0,2,26.0,0.44,2240.0,2245.0,676.0,1.0,24,5.0,114.0,60.0,60.0,10.0,5.0,50.0,69.36000000000001,1.052,75.52,0.682,815.4,46.720000000000006,775.6,1.03,75.52,3.9599999999999995,44.2,1165.8,0.682,0.13,0.664,0.094,0.096,1.0580000000000003,120.6,112.4,1.0319999999999998,1.004,72.66000000000001,14.579999999999998,618.2,343.2,151.6,42.6,9.8,0.4,587.0,38.4,43.8,133.2,12.6,1.8,5,31.0,0.4827586206896552,2738.0,2704.0,834.0,1.01,24,7.0,183.0,94.0,42.9,14.0,10.0,71.4,67.1,1.04,72.11999999999999,0.66,512.4,43.44,502.4,1.014,72.11999999999999,4.28,28.6,771.6,0.66,0.118,0.652,0.078,0.07800000000000001,1.028,79.2,80.2,0.9959999999999999,1.0,74.61999999999999,15.3,427.8,217.6,91.6,27.4,6.6,0.6,303.4,99.6,21.8,79.0,9.2,0.6,5
Overpass,2019-03-13,0,16,5,/stats/teams/4411/NiP,/stats/teams/6667/FaZe,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,82747,0,3,26.0,0.44,2240.0,2245.0,676.0,1.0,24,7.0,195.0,91.0,14.3,14.0,6.0,42.9,69.36000000000001,1.052,75.52,0.682,815.4,46.720000000000006,775.6,1.03,75.52,3.9599999999999995,44.2,1165.8,0.682,0.13,0.664,0.094,0.096,1.0580000000000003,120.6,112.4,1.0319999999999998,1.004,72.66000000000001,14.579999999999998,618.2,343.2,151.6,42.6,9.8,0.4,587.0,38.4,43.8,133.2,12.6,1.8,5,31.0,0.4827586206896552,2738.0,2704.0,834.0,1.01,24,2.0,58.0,31.0,50.0,4.0,2.0,50.0,67.1,1.04,72.11999999999999,0.66,512.4,43.44,502.4,1.014,72.11999999999999,4.28,28.6,771.6,0.66,0.118,0.652,0.078,0.07800000000000001,1.028,79.2,80.2,0.9959999999999999,1.0,74.61999999999999,15.3,427.8,217.6,91.6,27.4,6.6,0.6,303.4,99.6,21.8,79.0,9.2,0.6,5
Mirage,2019-03-22,0,7,16,/stats/teams/6667/FaZe,/stats/teams/4411/NiP,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,83167,1,1,29.0,0.5172413793103449,2574.0,2467.0,772.0,1.04,24,5.0,133.0,55.0,20.0,10.0,5.0,50.0,67.88,1.04,72.14000000000001,0.6660000000000001,465.8,44.4,444.0,1.0379999999999998,72.14000000000001,4.14,26.0,691.8,0.6660000000000001,0.11200000000000002,0.644,0.076,0.08000000000000002,1.0399999999999998,72.4,71.2,1.02,1.016,73.38,15.02,379.8,197.2,82.8,25.4,6.2,0.4,273.0,90.4,22.0,73.0,7.6,1.0,5,26.0,0.5,2169.0,2182.0,656.0,0.99,24,6.0,147.0,79.0,66.7,12.0,7.0,58.3,69.17999999999999,1.064,75.32,0.6799999999999999,697.0,46.480000000000004,666.6,1.026,75.32,4.04,38.8,1001.8,0.6799999999999999,0.13,0.668,0.094,0.096,1.056,102.4,98.8,0.986,0.998,72.58,14.66,538.6,284.2,133.4,36.8,8.4,0.4,499.2,32.2,38.2,116.8,10.0,1.6,5
Nuke,2019-03-31,0,16,14,/stats/teams/4411/NiP,/stats/teams/7533/North,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,83608,0,1,34.0,0.47058823529411764,2881.0,2942.0,873.0,0.98,24,2.0,53.0,23.0,50.0,4.0,3.0,75.0,68.82000000000001,1.048,75.48,0.682,812.2,47.22,789.4,1.008,75.48,3.78,45.2,1175.4,0.682,0.13,0.6759999999999999,0.09,0.092,1.044,117.6,118.8,0.942,0.984,71.46,14.3,634.0,333.0,156.2,42.4,9.4,0.4,577.6,38.6,46.0,138.8,10.6,1.6,5,41.0,0.5609756097560976,3701.0,3586.0,1115.0,1.03,24,6.0,178.0,89.0,66.7,12.0,6.0,50.0,70.39999999999999,1.0699999999999998,75.82000000000001,0.7,748.0,46.34,691.6,1.0899999999999999,75.82000000000001,4.06,39.4,1069.2,0.7,0.118,0.648,0.088,0.10400000000000001,1.0879999999999999,108.8,101.2,1.166,1.02,74.08,15.24,568.0,312.2,141.4,38.8,7.4,1.4,509.4,74.0,26.6,119.6,12.0,8.2,5
